CNES;name;IBGE_city_code
2291614;USF ANA NERY;330490
2291509;UBS CAMPO NOVO DE CACIMBAS;330475
2150743;PSF CAMPESTRE;313170
2291738;USF LUIZ PAULO GUIMARAES;330490
2291878;USF MAHATMA GANDHI;330490
2291975;USF JARDIM CATARINA IX;330490
2292009;USF ALTAIR DA SILVA;330490
9014217;UBS JARDIM DOS PIRES I;352530
2291754;USF NEUZA GOULART BRIZOLA;330490
2291762;USF ALBERTO CONSTANTINO FARAH;330490
2291797;UBS DR ROBERT KOCH;330490
2291800;USF WALLY FIGUEIRA DA SILVA;330490
2291835;USF MANOEL DE ABREU;330490
2291843;USF MARECHAL CANDIDO RONDON;330490
2292238;ESTRATEGIA DA SAUDE DA FAMILIA ESF ANTONIO MORAES FILHO;330513
2292254;ESTRATEGIA DA SAUDE DA FAMILIA ANALIA FIQUEIRA LESSA;330513
2292289;ESF VALAO DO BARRO;330530
2292327;ESF SAO SEBASTIAO DO ALTO;330530
2292351;UNIDADE DE SAUDE DA FAMILIA CENTRO;330570
2292394;UNIDADE BASICA DE SAUDE DE PESSEGUEIROS;330580
2292408;UNIDADE BASICA DE SAUDE DA FAMILIA DE FONTE SANTA;330580
2292467;UNIDADE BASICA DE SAUDE DA FAMILIA DE GRANJA GUARANI;330580
2292475;UNIDADE BASICA DE SAUDE DA FAMILIA DE ROSARIO;330580
2292483;UNIDADE BASICA DE SAUDE DE AGUA QUENTE;330580
2292734;CENTRO DE SAUDE DR ANGELO P BITTENCOURT;330610
2292688;ESF VARGINHA;330610
2292521;UBS CANTAGALO;330600
2292750;ESF BAIRRO DE FATIMA;330610
2292874;ESF CONSERVATORIA;330610
2293005;UBS CORONEL CARDOSO;330610
2293102;UNIDADE DE SAUDE DA FAMILIA JULIA PEREIRA DOS SANTOS;330555
2293110;UNIDADE DE SAUDE DA FAMILIA SANTA SOFIA;330555
2293129;UNIDADE DE SAUDE DA FAMILIA SAO MIGUEL;330555
2292882;ESF SANTA ISABEL;330610
2292793;ESF JUPARANA;330610
2293161;DIVISAO DE SAUDE DA UFRRJ;330555
2293188;UNIDADE DE SAUDE DA FAMILIA MARIO SOARES DE OLIVEIRA;330555
2293196;UNIDADE BASICA DE SAUDE JOSINO JOSE DE PAIVA;330555
2293218;UNIDADE DE SAUDE DA FAMILIA PEDRO DE CARVALHO;330555
2293226;UNIDADE DE SAUDE DA FAMILIA ALCIDES TELLES DA CONCEICAO;330555
2293234;UNIDADE DE SAUDE DA FAMILIA JOAQUIM RAIMUNDO FERREIRA KM 39;330555
2293242;UNIDADE DE SAUDE DA FAMILIA MANOEL MENDES KM 42;330555
2293250;UNIDADE DE SAUDE DA FAMILIA MARIA ANTONIA DE BRITO;330555
2293722;ESF IPITUNA;330530
2293501;CENTRO DE SAUDE DE CORDEIRO;330150
2293730;UBS TRIANGULO;330600
2293757;UBS MONTE CASTELO;330600
2293773;UBS PILOES;330600
2293803;UBS MOURA BRASIL;330600
2210878;UNIDADE DE SAUDE DO CIDADE NOVA;310470
2294079;USF LECIR PACHECO PEIXOTO;330130
2294095;USF AUTOEPSOM DINIZ DE CARVALHO;330130
2294125;UNIDADE DE SAUDE DA FAMILIA VILA BRASIL;330190
2294133;UNIDADE DE SAUDE DA FAMILIA WANDERLEY VIEIRA DE ALMEIDA;330190
2294141;UNIDADE BASICA DE SAUDE VILA RICA;330190
2294168;UNIDADE DE SAUDE DA FAMILIA DINIZ MACHADO DE MIRANDA;330190
2294184;UNIDADE DE SAUDE DA FAMILIA DR ARISTEU DE OLIVEIRA PINTO;330190
2294192;UNIDADE DE SAUDE DA FAMILIA VILA SUISSA;330290
2294206;UNIDADE DE SAUDE DA FAMILIA DE SAO JUDAS TADEU;330290
2294214;UNIDADE DE SAUDE DA FAMILIA VILA SELMA;330290
2294230;UNIDADE DE SAUDE DA FAMILIA DO PANTANAL;330290
2294257;UNIDADE DE SAUDE DA FAMILIA DE GOVERNADOR PORTELA;330290
2294265;POSTO DE SAUDE POPULAR NOVA PSF;330310
2294281;UBS BELA VISTA UNIDADE MARIA ELISA ALMEIDA COELHO;330370
2294524;UNIDADE SAUDE DA FAMILIA IPE;330395
2294648;ESF CENTRO CIMARLEI LEITE DA CRUZ;330480
2294702;ESF PUREZA SALVADOR DA SILVA ABREU;330480
2294494;UNIDADE DE SAUDE DA FAMILIA AREA RURAL;330395
2294745;ESF IPUCA JOSE DE ABREU;330480
2294753;ESF VILA DOS COROADOS AUGUSTO JOSE DE ANDRADE;330480
2294842;ESF COLONIA MANOEL GOUDARD SO NE LOBO;330480
2294877;UNIDADE DE SAUDE DA FAMILIA ANTA;330540
2294885;UNIDADE DE SAUDE DA FAMILIA BANDEIRANTES II;330575
2294893;UNIDADE DE SAUDE DA FAMILIA PINHAO;330575
2294958;UNIDADE PSF II;330615
2295032;SMS CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31;330455
2294931;UNIDADE DE PSF III;330615
2295237;SMS CF JOAO BATISTA CHAGAS AP 53;330455
2295350;SINDICATO EMPREG VEND VIAJ PRACISTAS;330455
2295458;ESTRATEGIA SAUDE DA FAMILIA PALMEIRAS;330015
2295466;P S ANTONIO FERREIRA DA LUZ JUNIOR;330015
2295474;POLICLINICA MUNICIPAL DA GRANJA;330385
2295520;PAM SAUDE DA FAMILIA DE BELA VISTA;330385
2295539;UNIDADE CENTRAL SAUDE DA FAMILIA;330385
2295571;UNIDADE SAUDE FAMILIA MARIA DA GL L P PTE DAS LARANJEIRAS;330400
2295628;UBS CHACRINHA;330610
2295644;MSC LAGES I;330360
2295636;CENTRO MUNICIPAL DE SAUDE COLETIVA BOM JARDIM;330360
2067404;UBS DR HERCONIDES MARTINS DE OLIVEIRA ATIBAIA;350410
2295660;PSF CAPELINHA;330093
2295814;UNIDADE BASICA DE SAUDE ENIR ANGELA BICIATI MOREIRA;330170
2295865;UNIDADE DE SAUDE DA FAMILIA IMBARIE;330170
2295954;MODULO PSF CRISTO REI;330410
2296195;UNIDADE DE SAUDE DA FAMILIA BAIRRO BULHOES;330411
2296209;UNIDADE DE SAUDE DA FAMILIA BAIRRO NOVO HORIZONTE;330411
2296217;UNIDADE DE SAUDE DA FAMILIA BAIRRO JARDIM REAL;330411
2296225;UNIDADE DE SAUDE DA FAMILIA BAIRRO JARDIM DAS ACACIAS;330411
2296004;UNIDADE BASICA DE SAUDE DE QUIXABA;330500
9485961;ESF ASA BRANCA;330120
9493115;ESF CENTRO;330120
2295962;UNIDADE SAUDE DA FAMILIA OPERARIO;330452
2295989;ESF ATAFONA;330500
2296233;UNIDADE DE SAUDE DA FAMILIA BAIRRO SAO JOSE;330411
2296357;UNIDADE DE SAUDE DA FAMILIA JOSE FERREIRA DE SOUZA;330620
2296365;UNIDADE DE SAUDE DA FAMILIA DR NELSON DOS SANTOS GONCALVES;330620
2296438;UNIDADE MEDICA DE FAMILIA THOMAZ CORREA DA ROCHA;330050
2296535;SMS CMS NAGIB JORGE FARAH AP 31;330455
2296586;SMS CMS NASCIMENTO GURGEL AP 33;330455
2255022;PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE;431680
2296683;UNIDADE DE SAUDE DA FAMILIA DO TAQUARI;330380
2296853;UNIDADE BASICA DE SAUDE CENTRO;330095
2296659;UNIDADE DE SAUDE DA FAMILIA DO PATRIMONIO;330380
2297205;POLO SANITARIO PAULO MARQUES RANGEL;330490
2297248;USF SANTA LUZIA;330490
2297256;POLO SANITARIO RIO DO OURO DR AUGUSTO SENNA;330490
2297302;USF ADOLFO LUTZ;330490
2297620;POSTO ASSISTENCIA MEDICA DR JOLDEM S CAMPOS;330580
2297639;UNIDADE BASICA DE SAUDE DA FAMILIA DE VENDA NOVA;330580
2297647;UNIDADE BASICA DE SAUDE DA FAMILIA DE MEUDON;330580
2297663;UNIDADE BASICA DE SAUDE DE BONSUCESSO;330580
2297671;UNIDADE BASICA DE SAUDE DE VIEIRA;330580
2297736;UNIDADE BASICA DE SAUDE DA FAMILIA DE VARGEM GRANDE;330580
2297744;UNIDADE BASICA DE SAUDE DA FAMILIA DE BARRA DO IMBUI;330580
2297787;UNIDADE BASICA DE SAUDE DA FAMILIA DE BEIRA LINHA;330580
2298155;USF VILA CORINGA;330040
2297884;USF VILA PAULINE I;330045
2298147;USF SANTA LUCIA;330040
2298066;ESF GUAPIACU;330080
2298198;UNIDADE BASICA DE SAUDE DA FAMILIA ALDEIA;330100
2298260;UNIDADE BASICA DE SAUDE PALMARES;330100
2298279;UNIDADE BASICA DE SAUDE QUILOMBO;330100
2298287;UNIDADE BASICA DE SAUDE DA FAMILIA CARVAO;330100
2298295;UNIDADE BASICA DE SAUDE DA FAMILIA PARQUE AURORA;330100
2298309;UNIDADE BASICA DE SAUDE DA FAMILIA LAGAMAR;330100
2298384;UNIDADE BASICA DE SAUDE NOVA HOLANDA;330240
2298473;USF DO YPIRANGA DR MAURICIO TOCCI LOURES;330250
2298481;UNIDADE SAUDE DE FAMILIA DO PARTIDO;330250
2298503;UNIDADE DE SAUDE DA FAMILIA DO PARQUE CACULA;330250
2298538;UNIDADE DE SAUDE DA FAMILIA DA LAGOA;330250
2298546;UNIDADE DE SAUDE DA FAMILIA VILA NOVA;330250
2298562;UNIDADE DE SAUDE DA FAMILIA DE PAU GRANDE;330250
2298589;USF DA CEHAB;330300
2298716;UNIDADE BASICA DE SAUDE DE CAXITO;330560
2298678;UNIDADE DE SAUDE DA FAMILIA DO CARMO ANTONIO FRANCISCO LISTA;330415
13161;U S JARDIM ROMA;410040
2299577;POSTO DE SAUDE CENTRAL DE TIMBE DO SUL;421810
2299623;ESF SAO LUIZ;421880
2299666;ESF CENTRO;421880
2299690;US PAULO LUPINN CENTRAL;420195
2299704;UBS MARINHO MIGUEL DE SOUZA;420195
2299720;ESF ABEL DELAUDINO DOS SANTOS;420207
2299739;PS DE ANITA GARIBALDI;420207
2299879;UNIDADE INTEGRADA DE SAUDE;421565
2299682;UNIDADE DE SAUDE ANGELO MANOEL BORGES;420195
2299755;UNIDADE DE SAUDE CENTRAL;420519
2299712;ESF RAULINO JOAO RAMOS;420207
2299747;ESTRATEGIA SAUDE DA FAMILIA;420519
2299860;CEMASAS;421040
2299941;ESF CENTRAL;421640
2300168;CENTRO DE SAUDE DE ERVAL VELHO;420520
2300176;UNIDADE SANITARIA CENTRAL DE LUZERNA;421003
2300192;UNIDADE SAUDE DA FAMILIA;421003
2300214;UNIDADE SANITARIA PONTE DO CANOAS CORREIA PINTO;420455
2300052;ESF AVAI;420650
2300095;ESF CENTRO;420650
2300249;UNIDADE DE SAUDE CENTRAL DE CAMPO BELO DO SUL;420340
2300338;UNIDADE SANITARIA CENTRAL DE PAINEL;421189
2300397;UNIDADE SANITARIA CENTRAL DE ANITA GARIBALDI;420100
2300400;UNIDADE BASICA DE SAUDE IVOR JONATHAN FERNANDES;421890
2300443;UNIDADE BASICA DE SAUDE SARITA CABRAL COSTA;421505
2300451;UNIDADE BASICA DE SAUDE CENTRAL 1;420417
2300567;UNIDADE SAUDE CENTRAL;421650
2300419;UNIDADE SANITARIA CENTRAL DE PONTE ALTA;421330
2300346;UNIDADE SANITARIA CENTRAL DE PALMEIRA;421205
2300664;UNIDADE SANITARIA SAO JOSE DE BOM RETIRO;420260
2300699;UNIDADE BASICA DE SAUDE NOVO MUNDO;421175
2300702;UNIDADE BASICA DE SAUDE IGARAS;421175
2300710;UNIDADE BASICA DE SAUDE FATIMA 1;421175
2300729;UNIDADE BASICA DE SAUDE FUNDO DO CAMPO;421175
2300737;UNIDADE BASICA DE SAUDE SANTA CATARINA;421175
2300745;UNIDADE SANITARIA LAGOA DA ESTIVA;420100
2300753;UNIDADE BASICA DE SAUDE CENTRAL DE BOCAINA DO SUL;420243
197688;ESF RURAL I;291560
2260433;UNIDADE BASICA DE SAUDE SAO JOSE DE JOIA;431115
2260786;GABINETE ODONTOLOGICO CEMEI;431020
2300990;UNIDADE SANITARIA CENTRAL DE SAO JOSE DO CERRITO;421680
2301016;UNIDADE SANITARIA CENTRAL DE CAPAO ALTO;420325
2301024;PSF SANTO ANTONIO;293135
2301040;PSF TEIXEIRINHA;293135
2301067;PSF TANCREDO NEVES;293135
2301075;PSF RURAL I;293135
2301083;PSF CACHOEIRA DO MATO;293135
2301121;PSF VILA CARAIPE;293135
2301148;PSF SAO LOURENCO 01;293135
2301156;PSF URBIS I;293135
2301172;PSF LIBERDADE II TIMOTAO;293135
2301180;PSF SAO LOURENCO 02;293135
2301199;PSF CASTELINHO;293135
2301202;PSF ULISSES GUIMARAES;293135
2260980;UNIDADE DO PACS;430970
2301210;PSF JERUSALEM;293135
2301229;PSF SAO LOURENCO 03;293135
2301237;PSF NOVA AMERICA;293135
2301245;PSF LIBERDADE;293135
2301253;PSF SANTA RITA;293135
2301288;PSF RURAL II;293135
2301571;UNIDADE DE SAUDE DA FAMILIA SANTA RITA;292250
2301636;UNIDADE DE S DA FAMILIA MURITIBA II;292250
2301652;UNIDADE DE SAUDE DA FAMILIA LADEIRA GRANDE;292250
2301792;POSTO DE SAUDE BAIRRO MARTELLO;420300
2301970;UNIDADE SANITARIA CENTRAL;420970
2301806;UNIDADE SANITARIA DE CACADOR;420300
2288605;POSTO DE SAUDE DE RESENDE;330420
2302020;ESF FARROUPILHA;421930
2301997;ESF RIO DAS PEDRAS;421930
2302039;AMBULATORIO ANTA GORDA;421930
2302063;PAME ATENDIMENTO MEDICO AMBULATORIAL;421930
267279;UNIDADE VI DE SAUDE ROSEMARI LINDE SACHETTI;510787
2302012;ESF SANTA GEMA;421930
2261278;PS STAND;430160
2302268;EAP SAO PEDRO;421930
4480422;UBS LOTEAMENTO RECREIO;260360
2302349;UNIDADE DE SAUDE SAO JOSE;420550
2302357;UNIDADE DE SAUDE NACOES;420550
2302373;UNIDADE DE SAUDE SAO MIGUEL;420550
2302446;UBS COHAB II DRA LUCIANA DA SILVA;420480
2302454;UBS SAO JOSE DARCI ALMEIDA;420480
2302586;UNIDADE BASICA DE SAUDE ASSENTAMENTO CONQUISTA 5 DE MAIO;420315
2302594;UNIDADE BASICA DE SAUDE DE CALMON;420315
2302608;UNIDADE DE SAUDE DE IBIAM;420675
2302632;POSTO DE SAUDE TIMBO GRANDE;421825
2302519;ESF VILA VERDE;421930
2302659;UNIDADE DE SAUDE DE PINHEIRO PRETO;421300
2302640;UNIDADE BASICA DE SAUDE;420160
2302667;US CENTRAL DE SALTO VELOSO;421540
2302675;POSTO DE SAUDE DE IPOMEIA;421440
2302683;UNIDADE SANITARIA DE SAO CRISTOVAO DO SUL;421605
2302705;POSTO DE SAUDE DE MACIEIRA;421005
2302713;UNIDADE SANITARIA DE IOMERE;420757
3063771;UNIDADE DE SAUDE DA FAMILIA VOLTA DO TANQUE;292250
2302691;UNIDADE SANITARIA PONTE ALTA DO NORTE;421335
2302845;UNIDADE BASICA DE SAUDE PORTO ESCALVADOS;421130
2302802;UNIDADE DE SAUDE DA FAMILIA SERTAOZINHO;420830
2302810;UNIDADE DE SAUDE DA FAMILIA TABULEIRO;420830
2302837;UNIDADE BASICA DE SAUDE SAO PEDRO;421130
2302896;UNIDADE BASICA DE SAUDE SAO PAULO;421130
2302918;UNIDADE BASICA DE SAUDE SAO DOMINGOS II;421130
2302934;UNIDADE BASICA DE SAUDE NOSSA SENHORA DAS GRACAS;421130
2302985;UNIDADE SANITARIA DE RIO DAS ANTAS;421440
2302926;UNIDADE BASICA DE SAUDE CENTRAL;421130
540978;DSP CENTRO PENAL AGROINDUSTRIAL GAMELEIRA SEMI ABERTO;500270
3064581;UNIDADE DE SAUDE DA FAMILIA 2 DE JULHO;291685
2303183;UNIDADE DE SAUDE DA FAMILIA MEIA PRAIA;420830
2303205;UNIDADE DE SAUDE DA FAMILIA ILHOTA;420830
2303221;UNIDADE BASICA DE SAUDE DE GRAVATA;421250
2303280;UNIDADE DE SAUDE DA FAMILIA CAROLINA RAMOS;421350
2303019;UNIDADE SAUDE DA FAMILIA SAO FRANCISCO;420320
2303515;UNIDADE SAUDE DA FAMILIA TABOLEIRO;420320
2303566;UNIDADE DE SAUDE DA FAMILIA JOAO TOMAZ AMBROSIO;421350
2303655;ESF PLANALTO;420430
2303795;UNIDADE DE SAUDE DA FAMILIA VIRGINIA TOMASONI DALSENTER;421350
2304007;ESF NACOES;420430
2304015;ESF SALETE;420430
2304058;ESF ESTADOS;420430
2304074;UNIDADE SANITARIA CENTRAL;420430
2304104;UNIDADE DE SAUDE DA FAMILIA YARA PINTO DE ANDRADE;291510
2304120;USF VILA CASTELO BRANCO;291670
2304139;USF ANTONIO PITTON;291670
792209;CENTRO DE SAUDE MARLENE VAZ LOPES;110011
2303825;ESF SANTO ANTONIO;420430
2304244;USF BELA MIRA;291670
2304260;UNIDADE DE SAUDE EDINEIDE DOS SANTOS;290020
2304279;UNIDADE DE SAUDE DA FAMILIA JOSINO SOARES DA SILVA;290020
2304317;UNIDADE DE SAUDE DA FAMILIA DE BARREIROS;292630
2304384;PSF POUSO ALEGRE;290080
2304414;PSF TAQUARI;290080
2304449;PSF SAO JOSE;290080
2304457;PSF SEDE 01;290080
2304465;PSF SEDE 02;290080
844683;UBS DO RIO ANEQUARA;150010
2304309;UNIDADE DE SAUDE DA FAMILIA DE VILA APARECIDA;292630
2304503;POSTO DE SAUDE MARIA RAIMUNDA LIMA SOUZA;290090
2304619;CENTRO DE SAUDE DR FABRICIANO TEIXEIRA;290270
2304627;USF DE ITAQUARA;291670
2304694;CENTRO DE SAUDE DE ARACATU;290200
2304708;UNIDADE BASICA DE SAUDE ARACI;290210
2304716;UNIDADE DE SAUDE DA FAMILIA JOAO VIEIRA;290210
2304821;U S F SITIO DA CONCEICAO;290035
2304864;PSF CANTA GALO;290080
2304872;PSF PROJETO 4045;290080
2304724;POSTO DE SAUDE DO BENTO;290210
2304988;POSTO DE SAUDE DE SOARES;290115
2305135;P S POLICIA RODOVIARIA;420140
2305151;PSF MORRO DOS CONVENTOS;420140
2305186;P S SANGA DA TOCA;420140
2305208;P S URUSSANGUINHA;420140
2305232;PSF POLICIA RODOVIARIA;420140
2305240;PSF VILA SAO JOSE;420140
2305259;PSF COLONINHA;420140
2304996;UNIDADE DE SAUDE DA FAMILIA DE BELO CAMPO;290115
2305267;PSF DIVINEIA;420140
2305453;PSF MATO ALTO LAGOAO;420140
2305461;PSF URUSSANGUINHA;420140
2305577;UNIDADE DE SAUDE AVELINO MEZZARI;421125
2305607;UNIDADE CENTRAL DE PASSO DE TORRES;421225
2305747;UNIDADE BASICA DE SAUDE CLAUDEMIR JOSE WITKOSKI;420890
2305828;UNIDADE BASICA DE SAUDE ANA PRETTI PEDRI;420890
2305895;UNIDADE BASICA DE SAUDE ALEXANDER OTSA;420890
2305909;UNIDADE BASICA DE SAUDE DR AGOSTINHO LUIS BIANCHI;420890
2305917;UNIDADE BASICA DE SAUDE DR ALVARO BATALHA;420890
2306042;UNIDADE BASICA DE SAUDE ERICH KAUFFMANN;420890
2264498;UNIDADE DE SAUDE BELEM VELHO;431490
2306093;UNIDADE BASICA DE SAUDE GERMANO SACHT;420890
2306107;UNIDADE BASICA DE SAUDE JAQUELINE FRANCENER;420890
2306115;UNIDADE BASICA DE SAUDE RENATO PRADI CAIC;420890
2306123;UNIDADE BASICA DE SAUDE SANTO ESTEVAO;420890
2306131;UNIDADE BASICA DE SAUDE PADRE ANTONIO ECHELMEYER;420890
2306174;UNIDADE BASICA DE SAUDE AROLDO SCHULZ;420890
2306190;SAE SERVICO DE ASSISTENCIA ESPECIALIZADA;420890
2306212;UNIDADE BASICA DE SAUDE GERMANO HORNBURG;420890
2264919;UNIDADE DE SAUDE PLANALTO;431490
2306379;USF FRANCISCO CONSTANCIO DA SILVA;120040
2306468;CENTRO DE SAUDE DE ALDEIAS ALTAS;210030
2306522;UNIDADE BASICA DE SAUDE NOSSA SENHORA DE FATIMA;210083
2306530;UNIDADE BASICA DE SAUDE DE CABECEIRA;210083
2306565;UNIDADE BASICA DE SAUDE DE CAJUAL;210083
2306603;UBS IRENE ALMEIDA CAIRES;210125
2306638;UBS PAULA BARBOSA DOS SANTOS OLIVEIRA;210125
2306646;UBS FRANCISCA MARIA CANTANHEDE;210125
2306662;UBS FRANCISCO MARTINS DE SOUSA;210125
2306549;UNIDADE BASICA DE SAUDE DE ITERERE;210083
2264978;UNIDADE DE SAUDE MATO GROSSO;431490
2306867;CENTRO DE SAUDE DR JOAO CARLOS HAAS;211105
2306905;CENTRO DE SAUDE ISABEL DE BRITO ESF ESB;210462
2306948;U B S BRAZ ARAUJO PONTE PSF ESB;210462
2306999;UNIDADE BASICA SAUDE ISABEL FAUSTINA;210460
2307065;UNIDADE BASICA DE SAUDE LAGOA DO ENCONTRO;210596
2307081;UNIDADE BASICA DE SAUDE DA SUMAUMA;210596
2307057;UNIDADE BASICA DE SAUDE DO TAQUARIS;210920
2307014;UNIDADE BASICA SAUDE DA FAMILIA DE SANTA RITA;210690
2306727;UNIDADE BASICA DE SAUDE SANTA MARIA;210340
2306751;UNIDADE BASICA DE SAUDE MONTE ALEGRE;210340
2306700;CENTRO DE SAUDE WANDA LEAL;210340
2307022;UNIDADE BASICA SAUDE DA FAMILIA DE TRIZIDELA;210690
2307219;UBS PROFESSORA MARIA DO SOCORRO M DA SILVA;210900
2307367;POSTO DE SAUDE GRACIETE CASSAS E SILVA;210540
2307480;CENTRO DE SAUDE CLOVES CHAVES;210270
2307499;USF GALVAO;210270
2307529;POSTO DE SAUDE MORROS DE CIMA;210270
2307537;USF ANA DO CARMO BRANDAO;210270
2307553;UNIDADE DE SAUDE ANGELICA ALVES DA SILVA;210390
2307561;UNIDADE DE SAUDE DA FAMILIA SAO JOSE;210390
2307545;UNIDADE DE SAUDE DA FAMILIA DO POV ORFAOS;210390
2307375;UNIDADE BASICA DE SAUDE SANTA CLARA;210540
2307359;UNIDADE BASICA DE SAUDE MANOEL LISBOA DE CARVALHO;210540
2307227;CENTRO DE SAUDE PEDRO PAULO CORTEZ;210594
2307235;UNIDADE BASICA DE SAUDE DA FAMILIA CESARIO;210594
2307243;UNIDADE BASICA DE SAUDE VITOR TOME SILVA;210594
2307383;UNIDADE BASICA DE SAUDE TEREZA SENA;210540
2307642;UNIDADE DE SAUDE DA FAMILIA DO POV MOCAMBO DOS MARQUES;210390
2307685;UNIDADE BASICA DE SAUDE RAIMUNDO ALBUQUERQUE RIACHAO;210580
2307731;UNIDADE BASICA DE SAUDE ROSENO LIMA DOS REIS LUDOVICO;210580
2307766;UNIDADE BASICA DE SAUDE DE PICADA;210070
2307774;UBS MARIA DE RIBAMAR DUTRA;210070
2307782;UNIDADE BASICA DE SAUDE DE SAO PACOMIO DE AFOGA;210070
2307790;UNIDADE BASICA DE SAUDE DO LIMIRIQUE;210070
2307804;UNIDADE BASICA DE SAUDE DO QUELUZ;210070
2307812;UBS ROMAO MARTINS SAMPAIO;210070
2307820;UNIDADE BASICA DE SAUDE FRANCISCA DE JESUS SILVA;210070
2307839;CENTRO DE SAUDE DR GENESIO REGO;210070
2307855;UNIDADE BASICA DE SAUDE IDALINA FERREIRA ABREU;210070
2307863;UNIDADE BASICA DE SAUDE JOAO SOARES;210070
2307928;UNIDADE BASICA DE SAUDE JUSTINO DIAS SILVEIRA;210230
2307936;UNIDADE BASICA DE SAUDE SAO RAIMUNDO;210230
2307952;UNIDADE BASICA DE SAUDE BELEM DOS LAGES;210890
2308010;UNIDADE BASICA DE SAUDE ROSA SANTOS;210890
2308029;UNIDADE BASICA DE SAUDE VO CAMILA;210890
2308037;UNIDADE BASICA DE SAUDE TANCREDO NEVES;210890
2308045;UNIDADE BASICA DE SAUDE AGUA BRANCA;210890
2308479;CENTRO DE SAUDE THALLES RIBEIRO GONCALVES;211130
2308819;CENTRO DE SAUDE DR ALARICO PACHECO;210380
2308827;U B DE SAUDE DE PEDRO I;210380
2308835;U B DE SAUDE TRIANGULO;210380
2308843;U B DE SAUDE DO CENTRO DO ESTEVINHO;210380
2308851;U B DE SAUDE LUIS PEREIRA;210380
2308878;U B DE SAUDE DE TABOCAS;210380
2308886;U B DE SAUDE VILA SAO PEDRO;210380
2308894;U B DE SAUDE CENTRO DO PRIMO;210380
2308916;UBS DE RUY VAZ;210110
2308924;UBS DE VENEZA;210110
2308932;UBS DE PERIJUCARA;210110
2308940;UBS DE VALE QUEM TEM;210110
2308967;UBS DE SANTA ROSA;210110
2309262;CENTRO DE SAUDE DE PEDRINHAS I;211130
2309270;CENTRO DE SAUDE LAURA VASCONCELOS;211130
2309289;CENTRO DE SAUDE COHABANIL;211130
2309300;CENTRO DE SAUDE SALOMAO FIQUENE;211130
2309483;UBSF DE SAO JOAO;211023
2309505;UBSF DE SAO JOSE;211023
2309440;CENTRO DE SAUDE ITAPERA;211130
2309297;CENTRO DE SAUDE SAO RAIMUNDO;211130
2309572;UNIDADE BASICA SAUDE DE ALTAMIRA DO MARANHAO;210040
2309521;USF TEREZINHA SPINDOLA VIEIRA;210630
2309661;CENTRO DE SAUDE JOAO BEATA;211223
2309718;USF DE PALESTINA;210210
2309734;USF DO CORRENTE;210210
2309742;USF DE ARRAIAL;210210
2309750;USF DR FRANCISCO JOSE COSTA SOUSA;210210
2309777;USF DE VILA DAS ALMAS;210210
2309785;USF DE HERCULANOPOLIS;210210
2309793;USF DE SANTA TEREZA;210210
2309807;USF ESCALVADO;210210
2309858;UBS DE ITATUABA;210510
2309882;UBS CACAUEIRO;210510
2309890;UBS DE ITAPERA;210510
2309947;UNIDADE BASICA DE SAUDE SANTA LUZIA;211125
2309998;CENTRO DE SAUDE BEZERRA DE MENESES;211130
2310007;CENTRO DE SAUDE SAO CRISTOVAO;211130
2310058;CENTRO DE SAUDE DO TURU;211130
2265842;CAAMI CENTRO DE ATENDIMENTO AOS ADOLESCENTES DE IJUI;431020
2310074;USF DO CANTO DO FERREIRA;210320
2310082;USF DO BATURITE;210320
2310090;USF DO AREAL;210320
2310163;USF VEREADOR ANTONIO MARINHEIRO;210320
2310228;USF ELSON DE MELO OLIVEIRA;210320
2310244;USF DE UNCURANA;210320
2310252;USF JOSE DA COSTA ALMEIDA;210320
2310260;USF DE SAO JOSE;210320
2310279;USF ANA MARQUES;210320
2310287;USF DE ESTRELA;210320
2310325;CENTRO DE ESPECIALIDADES BENU MENDES;210320
2310333;UNIDADE DE SAUDE DA FAMILIA NICOLAU AMATE;210860
2310368;UNIDADE DE SAUDE DA FAMILIA DE PONTA BRANCA;210860
2310392;UNIDADE DE SAUDE DA FAMILIA MATRIZ;210860
2310317;USF LUZIA FERREIRA DA COSTA;210320
2310147;USF MAGALHAES FRANCES;210320
2310376;UNIDADE BASICA DE SAUDE ARAIZA LOBATO;210860
2310406;UNIDADE BASICA DE SAUDE DO TIQUIREIRO;210860
2310422;UNIDADE DE SAUDE DA FAMILIA DO PARAISO;210860
2310430;UNIDADE SAUDE DA FAMILIA DO BOM VIVER;210860
2310589;UBS LUIS MENDES PEREIRA;210060
2310597;CSUB ADELSON RIBEIRO DE CARVALHO;210060
2310600;CSUB FREI ALBERTO DE MILAO;210060
2310635;UBS DIODATO ANTONIO DE HOLANDA;210060
2310643;UBS ANTONIO CAETANO REGO;210060
2310651;UBS DE SAUDE LAGOA;210060
2310740;UBS JOSE DE RIBAMAR GOMES VIANA;210060
2310783;CENTRO DE SAUDE NOSSA SENHORA DAS GRACAS E BOM CAMINHO;210845
2310465;UNIDADE DE SAUDE DA FAMILIA DE SANTA SOFIA;210860
2310775;CENTRO DE SAUDE JERUSALEM;211223
2310414;UBS ANACLETO COSTA ABREU;210860
2310813;CENTRO DE SAUDE WILSON CURVINA;211140
2310856;UNIDADE BASICA DE SAUDE DO SANTANA;210405
